,ID_hecho,FECHA,ROL,VICTIMA,SEXO,EDAD,GRAVEDAD
478,2019-0042,2019-05-14,PEATON,PEATON,MASCULINO,39.0,FATAL
479,2019-0043,2019-05-21,CICLISTA,BICICLETA,FEMENINO,,FATAL
480,2019-0044,2019-05-27,PEATON,PEATON,FEMENINO,77.0,FATAL
481,2019-0045,2019-06-03,CONDUCTOR,MOTO,MASCULINO,33.0,FATAL
482,2019-0046,2019-06-04,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0,FATAL
483,2019-0047,2019-06-06,PEATON,PEATON,MASCULINO,76.0,FATAL
484,2019-0048,2019-06-07,CONDUCTOR,MOTO,MASCULINO,32.0,FATAL
485,2019-0049,2019-06-08,PEATON,PEATON,FEMENINO,72.0,FATAL
486,2019-0050,2019-06-08,CONDUCTOR,MOTO,MASCULINO,21.0,FATAL
487,2019-0051,2019-06-11,CONDUCTOR,MOTO,MASCULINO,41.0,FATAL
488,2019-0053,2019-06-14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49.0,FATAL
489,2019-0054,2019-06-20,CONDUCTOR,MOTO,MASCULINO,21.0,FATAL
490,2019-0055,2019-06-20,CONDUCTOR,MOTO,MASCULINO,47.0,FATAL
491,2019-0056,2019-06-29,PEATON,PEATON,FEMENINO,75.0,FATAL
492,2019-0057,2019-07-05,PEATON,PEATON,FEMENINO,63.0,FATAL
493,2019-0058,2019-07-10,CONDUCTOR,MOTO,MASCULINO,39.0,FATAL
494,2019-0059,2019-07-13,CONDUCTOR,MOTO,MASCULINO,30.0,FATAL
495,2019-0060,2019-07-17,PEATON,PEATON,FEMENINO,78.0,FATAL
496,2019-0061,2019-07-17,PEATON,PEATON,FEMENINO,58.0,FATAL
497,2019-0062,2019-08-01,PEATON,PEATON,FEMENINO,60.0,FATAL
498,2019-0063,2019-08-04,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,,FATAL
499,2019-0064,2019-08-06,CONDUCTOR,MOTO,MASCULINO,20.0,FATAL
500,2019-0065,2019-08-08,PEATON,PEATON,FEMENINO,55.0,FATAL
501,2019-0066,2019-08-11,PEATON,PEATON,MASCULINO,40.0,FATAL
502,2019-0067,2019-08-14,CONDUCTOR,MOTO,MASCULINO,35.0,FATAL
503,2019-0068,2019-08-14,CONDUCTOR,MOTO,MASCULINO,53.0,FATAL
504,2019-0069,2019-08-17,CONDUCTOR,MOTO,MASCULINO,43.0,FATAL
505,2019-0070,2019-08-22,CONDUCTOR,MOTO,MASCULINO,25.0,FATAL
506,2019-0071,2019-08-27,PEATON,PEATON,MASCULINO,,FATAL
507,2019-0072,2019-08-28,CONDUCTOR,AUTO,MASCULINO,22.0,FATAL
508,2019-0073,2019-08-29,CONDUCTOR,AUTO,MASCULINO,29.0,FATAL
509,2019-0074,2019-08-29,CONDUCTOR,MOTO,MASCULINO,35.0,FATAL
510,2019-0075,2019-08-30,CONDUCTOR,MOTO,MASCULINO,31.0,FATAL
511,2019-0076,2019-09-05,CONDUCTOR,MOTO,FEMENINO,29.0,FATAL
512,2019-0077,2019-09-08,PEATON,PEATON,FEMENINO,28.0,FATAL
513,2019-0078,2019-09-12,PEATON,PEATON,FEMENINO,72.0,FATAL
514,2019-0079,2019-09-17,CONDUCTOR,MOTO,MASCULINO,57.0,FATAL
515,2019-0080,2019-09-17,PEATON,PEATON,MASCULINO,76.0,FATAL
516,2019-0081,2019-09-23,PEATON,PEATON,MASCULINO,67.0,FATAL
517,2019-0082,2019-09-25,CICLISTA,BICICLETA,MASCULINO,47.0,FATAL
518,2019-0083,2019-09-26,CONDUCTOR,AUTO,MASCULINO,73.0,FATAL
519,2019-0084,2019-09-27,CICLISTA,BICICLETA,FEMENINO,40.0,FATAL
520,2019-0085,2019-10-09,CICLISTA,BICICLETA,MASCULINO,20.0,FATAL
521,2019-0086,2019-10-15,CONDUCTOR,MOTO,MASCULINO,29.0,FATAL
522,2019-0087,2019-10-21,CONDUCTOR,MOTO,MASCULINO,41.0,FATAL
523,2019-0088,2019-10-22,PEATON,PEATON,MASCULINO,27.0,FATAL
524,2019-0089,2019-10-23,PEATON,PEATON,FEMENINO,92.0,FATAL
525,2019-0090,2019-10-24,PEATON,PEATON,MASCULINO,67.0,FATAL
526,2019-0091,2019-11-01,PEATON,PEATON,MASCULINO,35.0,FATAL
527,2019-0092,2019-11-03,PEATON,PEATON,MASCULINO,37.0,FATAL
528,2019-0093,2019-11-13,CICLISTA,BICICLETA,MASCULINO,16.0,FATAL
529,2019-0094,2019-11-18,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,,FATAL
530,2019-0095,2019-11-20,CONDUCTOR,MOTO,MASCULINO,,FATAL
531,2019-0096,2019-11-22,PEATON,PEATON,MASCULINO,73.0,FATAL
532,2019-0097,2019-11-25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23.0,FATAL
533,2019-0098,2019-11-25,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,61.0,FATAL
534,2019-0100,2019-12-05,CONDUCTOR,MOTO,MASCULINO,38.0,FATAL
535,2019-0101,2019-12-17,CONDUCTOR,MOTO,MASCULINO,25.0,FATAL
536,2019-0102,2019-12-17,CONDUCTOR,MOTO,MASCULINO,18.0,FATAL
537,2019-0103,2019-12-18,CONDUCTOR,MOTO,MASCULINO,24.0,FATAL
538,2019-0104,2019-12-21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23.0,FATAL
539,2020-0001,2020-01-04,PEATON,PEATON,FEMENINO,87.0,FATAL
540,2020-0002,2020-01-05,CONDUCTOR,MOTO,MASCULINO,36.0,FATAL
541,2020-0003,2020-01-11,PEATON,PEATON,MASCULINO,44.0,FATAL
542,2020-0004,2020-01-14,PEATON,PEATON,MASCULINO,82.0,FATAL
543,2020-0005,2020-01-14,CONDUCTOR,MOTO,MASCULINO,25.0,FATAL
544,2020-0006,2020-01-20,CONDUCTOR,MOTO,MASCULINO,23.0,FATAL
545,2020-0007,2020-01-27,PEATON,PEATON,MASCULINO,52.0,FATAL
546,2020-0008,2020-01-30,CONDUCTOR,MOTO,MASCULINO,49.0,FATAL
547,2020-0009,2020-02-04,PEATON,PEATON,MASCULINO,48.0,FATAL
548,2020-0010,2020-02-08,CONDUCTOR,MOTO,MASCULINO,,FATAL
549,2020-0011,2020-02-12,CONDUCTOR,MOTO,MASCULINO,31.0,FATAL
550,2020-0012,2020-02-18,PEATON,PEATON,FEMENINO,66.0,FATAL
551,2020-0013,2020-02-20,PEATON,PEATON,FEMENINO,58.0,FATAL
552,2020-0014,2020-02-27,CONDUCTOR,MOTO,MASCULINO,,FATAL
553,2020-0015,2020-02-28,CONDUCTOR,MOTO,MASCULINO,29.0,FATAL
554,2020-0016,2020-02-29,PEATON,PEATON,MASCULINO,68.0,FATAL
555,2020-0017,2020-03-05,PEATON,PEATON,MASCULINO,,FATAL
556,2020-0018,2020-03-09,CONDUCTOR,MOTO,MASCULINO,31.0,FATAL
557,2020-0019,2020-03-10,PEATON,PEATON,FEMENINO,80.0,FATAL
558,2020-0020,2020-03-13,PEATON,PEATON,FEMENINO,74.0,FATAL
559,2020-0021,2020-03-14,PEATON,PEATON,FEMENINO,87.0,FATAL
560,2020-0022,2020-04-07,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44.0,FATAL
561,2020-0023,2020-04-09,CONDUCTOR,AUTO,MASCULINO,44.0,FATAL
562,2020-0024,2020-04-24,CONDUCTOR,AUTO,MASCULINO,53.0,FATAL
563,2020-0025,2020-05-12,PEATON,PEATON,MASCULINO,,FATAL
564,2020-0026,2020-05-17,CONDUCTOR,MOTO,MASCULINO,28.0,FATAL
565,2020-0027,2020-05-18,PEATON,PEATON,MASCULINO,76.0,FATAL
566,2020-0028,2020-05-19,PEATON,PEATON,MASCULINO,91.0,FATAL
567,2020-0029,2020-06-10,PEATON,PEATON,MASCULINO,80.0,FATAL
568,2020-0030,2020-06-16,CONDUCTOR,MOTO,MASCULINO,40.0,FATAL
569,2020-0031,2020-06-30,CONDUCTOR,MOTO,MASCULINO,29.0,FATAL
570,2020-0032,2020-07-10,CONDUCTOR,MOTO,MASCULINO,21.0,FATAL
571,2020-0033,2020-07-19,CONDUCTOR,AUTO,MASCULINO,32.0,FATAL
572,2020-0034,2020-08-02,PEATON,PEATON,FEMENINO,,FATAL
